Plant ID,Plant name (English),Country,Coordinate accuracy,Status,Start date,Plant age (years),Nominal crude steel capacity (ttpa),Nominal BOF steel capacity (ttpa),Nominal EAF steel capacity (ttpa),Nominal OHF steel capacity (ttpa),Nominal iron capacity (ttpa),Nominal BF capacity (ttpa),Nominal DRI capacity (ttpa),Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Category steel product,Main production process,country,y,x
SCN00045,"Tangshan Donghua Iron & Steel Enterprise Group Co., Ltd.",China,exact,operating,2009,14,5500,5500,,,5500,5500,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,39.468366, 118.256774
SCN00046,"Tangshan Ruifeng Iron and Steel (Group) Co., Ltd.",China,exact,operating,2002,21,2400,2400,,,2950,2950,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,39.497472, 118.272056
SCN00046-1,"Tangshan Ruifeng Iron and Steel (Group) Co., Ltd. BF and BOF expansion",China,exact,operating,2021,2,2100,2100,,,1610,1610,,,unknown,unknown,unknown,,integrated (BF),CN,39.497472, 118.272056
SCN00047,"Qian'an Jiujiang Wire Co., Ltd.",China,exact,operating,2002,21,5920,5920,,,6540,6540,,,16000,unknown,4800,finished rolled,integrated (BF),CN,39.952209, 118.559444
SCN00048,"Hebei Yanshan Iron and Steel Group Co., Ltd.",China,exact,operating,2002,21,9240,9240,,,10000,10000,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,39.925508, 118.672756
SCN00048-1,"Hebei Yanshan Iron and Steel Group Co., Ltd. EAF expansion",China,exact,operating,2021,2,750,,750,,,,,,unknown,unknown,unknown,,oxygen,CN,39.925508, 118.672757
SCN00049,"Tangshan Songting Iron & Steel Co., Ltd.",China,exact,operating,1969,54,5000,5000,,,3440,3440,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,39.938866, 118.576678
SCN00054,"Hebei Jinxi Iron & Steel Group Co., Ltd.",China,exact,operating,1986,37,5000,5000,,,7400,7400,,,14840,unknown,2000,finished rolled,integrated (BF),CN,40.209844, 118.220547
SCN00055,"Tangshan Ganglu Iron and Steel Co., Ltd.",China,exact,operating,2002,21,6500,6500,,,6500,6500,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,40.183913, 118.073913
SCN00056,"Hebei Donghai Special Steel Co., Ltd.",China,exact,operating,2009,14,10000,10000,,,10000,10000,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,39.610605, 118.474722
SCN00059,"Tangshan Delong Iron & Steel Co., Ltd.",China,exact,operating,2000,23,2400,2400,,,2400,2400,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,39.19256, 118.899533
SCN00063,"Tangshan Stainless Steel Co., Ltd.",China,exact,operating,2003,20,3000,3000,,,2800,2800,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,39.730795, 118.467608
SCN00064,"Tangshan Medium Thick Plate Co., Ltd.",China,exact,operating,2006,17,4200,4200,,,2890,2890,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,39.268452, 119.024819
SCN00065,"Tangshan Fengnan District Jing'an Iron and Steel Co., Ltd.",China,exact,operating,2002,21,4100,4100,,,3500,3500,,,unknown,unknown,unknown,unknown,integrated (BF),CN,39.600956, 118.358726
SCN00080,"Hebei Xinda Iron and Steel Group Co., Ltd.",China,exact,operating,2002,21,7500,7500,,,3539.5999999999995,3539.6,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,39.898362, 118.579364
SCN00083,"Hebei Rongxin Steel Co., Ltd.",China,exact,operating,2002,21,2530,2530,,,1837.56,1837.56,,,unknown,unknown,unknown,unknown,integrated (BF),CN,39.880661, 118.558755
SCN00084,"Tangshan Donghai Iron and Steel Group Co., Ltd.",China,exact,operating,2003,20,5500,5500,,,5000,5000,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,39.748373, 118.624794
SCN00085,"Tangshan Chunxing Special Steel Co., Ltd.",China,exact,operating,2003,20,2400,2400,,,1820,1820,unknown,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,39.676326, 118.427914
SCN00086,"Tangshan Wenfeng Special Steel Co., Ltd.",China,exact,operating,2007,16,2000,>0,>0,,2000,2000,>0,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF and DRI),CN,39.146541, 118.432261
SCN00278,"Hebei Zongheng Group Fengnan Iron & Steel Co., Ltd.",China,exact,operating,2019,4,7700,7700,,,3950,3950,,,unknown,unknown,unknown,unknown,integrated (BF),CN,39.222566, 118.094201
SCN00278-1,"Hebei Zongheng Group Fengnan Iron & Steel Co., Ltd. BF and BOF expansion",China,exact,operating,2020,3,3860,3860,,,3950,3950,,,unknown,unknown,unknown,,integrated (BF),CN,39.222566, 118.094201
SCN00283,"Hbis Laoting Steel Co., Ltd.",China,exact,operating,2020,3,7470,>0,>0,,7320,7320,unknown,,unknown,unknown,unknown,unknown,integrated (BF),CN,39.257823, 119.033567
SCN00291,"Hebei Huaxi Special Steel Co., Ltd.",China,exact,operating,2021,2,1700,1700,,,1760,1760,unknown,,unknown,unknown,unknown,unknown,integrated (BF),CN,39.260784, 119.005925
SCN00292,"Hebei Tianzhu Iron and Steel Group Special Steel Co., Ltd.",China,exact,operating,2022,1,3040,3040,,,3000,3000,,,unknown,unknown,unknown,unknown,integrated (BF),CN,39.270032, 119.013760
SCN00296,"Hebei Tangyin Iron and Steel Co., Ltd.（Caofeidian)",China,exact,operating,2022,1,2300,2300,,,1330,1330,unknown,,unknown,unknown,unknown,unknown,integrated (BF),CN,39.160401, 118.429806
SCN00296-1,"Hebei Tangyin Iron and Steel Co., Ltd.（Caofeidian)",China,exact,operating,2023,0,,,,,1330,1330,unknown,,5300,unknown,1200,unknown,ironmaking (BF),CN,39.160401, 118.429806
SCN00309,"Tangshan Yutian Jinzhou Industrial Co., Ltd.",China,exact,operating,2011,12,700,,700,,,,,,,,,semi-finished; finished rolled,electric,CN,39.967373, 117.857659
SCN00310,"Tangshan Zhengfeng Steel Co., Ltd.",China,exact,operating,2004,19,2440,,2440,,,,,,,,,finished rolled,electric,CN,39.852710, 118.181279
SCN00053,"Xingtai Iron & Steel Co., Ltd.",China,exact,operating,1958,65,3500,3500,,,3150,3150,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,37.041601, 114.452352
SCN00058,"Delong Steel Co., Ltd.",China,exact,operating,2000,23,3000,3000,,,3000,3000,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,37.086116, 114.384832
SCN00391,"Jianglong Acheng Iron & Steel Co., Ltd.",China,exact,operating,2001,22,1100,1100,,,1000,1000,,,>0,,>0,finished rolled,integrated (BF),CN,45.562002, 126.968128
SCN00097,"Jianlong Beiman Special Steel Co., Ltd.",China,exact,operating,1952,71,2200,>0,>0,,404.5999999999999,404.6,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,47.191285, 123.616512
SCN00095,"Heilongjiang Jianlong Iron and Steel Co., Ltd.",China,exact,operating,2003,20,2000,2000,,,2000,2000,unknown,,2240,1600,1600,finished rolled,integrated (BF),CN,46.602297, 131.071877
SCN00096,"Jianlong Xilin Iron and Steel Co., Ltd.",China,exact,operating,1966,57,4200,4200,,,3360,3360,unknown,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,47.495036, 129.287919
SCN00098,"Anyang Iron & Steel Co., Ltd.",China,exact,operating,1958,65,9380,>0,>0,,9820,9820,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,36.122129, 114.283145
SCN00099,"Wuyang Iron and Steel Co., Ltd.",China,exact,operating,1970,53,5000,>0,>0,,1124,1124,,,unknown,unknown,unknown,finished rolled,"electric, oxygen",CN,33.287536, 113.474328
SCN00100,"Shagang Group Anyang Yongxing Special Steel Co., Ltd.",China,exact,operating,1993,30,2600,2600,,,2600,2600,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,36.143573, 114.149964
SCN00104,"Anyang Xinpu Steel Co., Ltd.",China,exact,operating,2005,18,2000,2000,,,1600,1600,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,36.163203, 114.296223
SCN00106,"Henan Yaxin Iron and Steel Group Co., Ltd.",China,exact,operating,2003,20,1800,1800,,,2190,2190,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,35.879956, 114.334825
SCN00109,"Anyang Huixin Special Steel Co., Ltd.",China,exact,operating,2004,19,960,960,,,850,850,unknown,,unknown,unknown,unknown,semi-finished,integrated (BF),CN,36.152418, 114.15839
SCN00108,"Henan Xinjinhui Stainless Steel Industry Co., Ltd.",China,exact,operating,2005,18,800,800,,,,,,,,,,finished rolled,electric,CN,34.263509, 113.853979
SCN00107,"Henan Changtai Stainless Steel Plate Co., Ltd.",China,exact,operating,2008,15,1900,1900,,,1660,1660,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,34.702951, 112.955911
SCN00102,"Henan Jiyuan Iron & Steel (Group) Co., Ltd.",China,exact,operating,1958,65,5000,5000,,,1948.328,1948.328,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,35.086396, 112.553774
SCN00105,"Henan Fengbao Special Steel Co., Ltd.",China,exact,operating,2001,22,2000,2000,,,1540,1540,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,36.131666, 113.872158
SCN00271,"Linzhou Iron and Steel Co., Ltd.",China,exact,operating,1969,54,,,,,600,600,unknown,unknown,unknown,unknown,unknown,unknown,ironmaking (BF),CN,36.133342, 113.873442
SCN00352,"Luoyang Luogang Group of Steel and Iron Co., Ltd.",China,exact,operating,2003,20,850,,850,,,,,,,,,finished rolled,electric,CN,34.798477, 112.580505
SCN00103,"Nanyang Hanye Special Steel Co., Ltd.",China,exact,operating,2003,20,2588,2588,,,2244,2244,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,33.269324, 111.534635
SCN00325,"Wugang Zhongjia Iron & Steel Co., Ltd.",China,exact,operating,2002,21,,,,,1220,1220,,,unknown,,,crude,ironmaking (BF),CN,33.291750, 113.458011
SCN00101,"Angang Group Xinyang Iron and Steel Co., Ltd.",China,exact,operating,1970,53,3600,3600,,,1400,1400,,,unknown,600,unknown,finished rolled,integrated (BF),CN,32.488704, 114.038243
SCN00101-1,"Angang Group Xinyang Iron and Steel Co., Ltd. BF expansion",China,exact,operating,2022,1,,,,,1150,1150,,,unknown,unknown,unknown,finished rolled,ironmaking (BF),CN,32.488704, 114.038243
SCN00307,"Minyuan Iron and Steel Group Co., Ltd.",China,exact,operating,2003,20,3000,3000,,,3000,3000,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,34.013369, 116.422599
SCN00110,"Zhengzhou Yongtong Special Steel Co., Ltd.",China,exact,operating,1993,30,850,,850,,,,,,,,,finished rolled,electric,CN,34.64443, 112.937985
SCN00299,"Henan Angang Zhoukou Iron and Steel Co., Ltd.",China,exact,operating,2021,2,1750,1750,,,1580,1580,unknown,,unknown,unknown,unknown,unknown,integrated (BF),CN,33.364534, 115.099661
SCN00112,"Baowu Group Echeng Iron and Steel Co., Ltd.",China,exact,operating,1958,65,4400,4400,,,3300,3300,unknown,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,30.39574, 114.861313
SCN00121,"Ezhou Hongtai Steel Co., Ltd.",China,exact,operating,2003,20,1200,,1200,,,,,,,,,semi-finished; finished rolled,electric,CN,30.532352, 114.747597
SCN00384,"Hubei Wucheng Iron and Steel Group Co., Ltd.",China,exact,operating,1997,26,1100,,1100,,,,,,,,,unknown,electric,CN,30.341239, 114.857744
SCN00113,"Daye Special Steel Co., Ltd.",China,exact,operating,2007,16,3500,unknown,unknown,unknown,2009.2799999999997,2009.28,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,30.204603, 115.125838
SCN00120,"Daye Xinye Special Steel Co., Ltd.",China,exact,operating,2000,23,500,500,,,,500,,,unknown,,unknown,finished rolled,integrated (BF),CN,30.067469, 114.934091
SCN00344,"Daye Huaxin Industrial Co., Ltd.",China,exact,operating,2003,20,1215,1215,,,1200,1200,,,1320,,1000,finished rolled,integrated (BF),CN,30.070219, 114.926251
SCN00116,"Jingzhou Qunli Metal Products Co., Ltd.",China,exact,operating,1999,24,1000,,1000,,unknown,unknown,unknown,,unknown,,unknown,finished rolled,electric,CN,30.3505, 112.353782
SCN00122,"Shiyan Fuyan Iron and Steel Co., Ltd.",China,exact,operating,2003,20,600,600,,,,,,,,,,finished rolled,electric,CN,32.650367, 110.654794
SCN00123,"Shiyan Yunyang District Rongfeng Iron & Steel Co., Ltd.",China,exact,operating,2011,12,800,,800,,,,,,,,,finished rolled,electric,CN,32.738598, 110.793269
SCN00119,"Guangshui Huaxin Metallurgical Industry Co., Ltd.",China,exact,operating,2008,15,737,,737,,776,776,,,,,,finished rolled,integrated (BF),CN,31.50221, 114.008142
SCN00111,"Wuhan Iron and Steel Co., Ltd.",China,exact,operating,1955,68,15910,15910,,,14200,14200,unknown,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,30.616222, 114.444975
SCN00114,"Wuhan Shunle Stainless Steel Co., Ltd.",China,exact,operating,1994,29,1200,,1200,,unknown,unknown,,,unknown,,unknown,semi-finished; finished rolled,electric,CN,30.394434, 114.257701
SCN00115,"WISCO Group Xiangyang Heavy Equipment Materials Co., Ltd.",China,exact,operating,1999,24,500,,500,,,,,,,,,finished rolled,electric,CN,32.10704, 112.235621
SCN00117,"Hubei Lijin Steel Group Co., Ltd.",China,exact,operating,2002,21,1660,,1660,,,,,,,,,semi-finished; finished rolled,electric,CN,32.127263, 112.715688
SCN00286,"Hubei Jinshenglan Metallurgical Technology Co., Ltd.",China,exact,operating,2016,7,3250,3250,,,3000,3000,,,3600,unknown,1200,finished rolled,integrated (BF),CN,29.916729, 113.822921
SCN00118,"Hubei Dazhan Iron & Steel Co., Ltd.",China,exact,operating,1993,30,1000,,1000,,,,,,,,,finished rolled,electric,CN,31.006752, 113.754995
SCN00124,"Yichang Fulong Iron & Steel Co., Ltd.",China,exact,operating,2003,20,600,,600,,,,,,,,,finished rolled,electric,CN,30.586332, 111.398846
SCN00127,"Hengyang Valin Steel Tube Co., Ltd.",China,exact,operating,1958,65,1300,,1300,,830,830,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,26.865484, 112.576853
SCN00128,"Lengshuijiang Steel Co., Ltd.",China,exact,operating,1958,65,3000,3000,,,3000,3000,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,27.690401, 111.437288
SCN00126,"Hunan Valin Lianyuan Iron and Steel Co., Ltd.",China,exact,operating,1958,65,9000,9000,,,7300,7300,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,27.747782, 111.967343
SCN00125,"Hunan Valin Xiangtan Iron and Steel Co., Ltd.",China,exact,operating,1958,65,7250,7250,,,7400,7400,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,27.81413, 112.897377
SCN00129,"Inner Mongolia BaoTou Steel Union Co., Ltd.",China,exact,operating,1999,24,17500,17500,,,15900,15900,,,unknown,5810,unknown,finished rolled,integrated (BF),CN,40.647997, 109.740898
SCN00131,"Inner Mongolia Baotou Jiyu Iron and Steel Co., Ltd.",China,exact,operating,2002,21,900,900,,,750,750,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,40.662343, 109.696243
SCN00132,"Baotou Baoxin Special Steel Co., Ltd.",China,exact,operating,2007,16,600,600,,,800,800,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,41.362925, 110.988771
SCN00134,"Baotou Da'an Iron and Steel Co., Ltd.",China,exact,operating,2002,21,1100,1100,,,1170,1170,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,40.662343, 109.698333
SCN00135,"Inner Mongolia Yaxin Longshun Special Steel Co., Ltd.",China,exact,operating,2005,18,2000,2000,,,2000,2000,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,40.689778, 110.214707
SCN00130,"Chifeng Yuanlian Steel Co., Ltd.",China,exact,operating,2002,21,2450,2450,,,3000,3000,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,42.278115, 119.015289
SCN00295,"Chifeng Zhongtang Special Steel Co., Ltd. BF",China,exact,operating,2022,1,,,,,2740,2740,,,>0,>0,unknown,unknown,ironmaking (BF),CN,41.834064, 119.281883
SCN00133,"Inner Mongolia Desheng Metal Products Co., Ltd.",China,exact,operating,2011,12,1095,1095,,,1080,1080,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,39.867015, 106.890377
SCN00308,"Wuhai Baogang Wanteng Iron and Steel Co., Ltd.",China,exact,operating,2011,12,2000,2000,,,2000,2000,,,unknown,unknown,unknown,unknown,integrated (BF),CN,39.855971, 106.886647
SCN00322,"Wulanhot Steel Co., Ltd.",China,exact,operating,1999,24,1050,1050,,,1300,1300,,,,,,finished rolled,integrated (BF),CN,46.055685, 122.063282
SCN00322-1,"Wulanhot Steel Co., Ltd. BOF expansion",China,exact,operating,2022,1,1350,1350,,,,,,,,,,,oxygen,CN,46.055685, 122.063283
SCN00142,"Zenith Steel Group Co., Ltd.",China,exact,operating,2001,22,11000,>0,>0,,11000,11000,,,12800,unknown,unknown,finished rolled,integrated (BF),CN,31.707656, 120.079591
SCN00144,Jiangsu Shente Steel Co. Ltd.,China,exact,operating,2002,21,2700,2700,,,2250,2250,unknown,,4000,1400,unknown,semi-finished; finished rolled,integrated (BF),CN,31.471123, 119.485941
SCN00150,"Changzhou Eastern Special Steel Co., Ltd.",China,exact,operating,2010,13,3600,>0,>0,,2600,2600,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,31.602554, 119.724256
SCN00151,"Danyang Longjiang Steel Co., Ltd.",China,exact,operating,2003,20,1500,1500,,,1500,1500,unknown,,2300,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,32.027791, 119.57706
SCN00314,"Zhongye Dongfang Jiangsu Heavy Industry Co., Ltd.",China,exact,operating,2009,14,2000,,2000,,,,,,,,,semi-finished,electric,CN,32.104319, 119.792126
SCN00137,"Jiangsu Shagang Group Huaigang Special Steel Co., Ltd.",China,exact,operating,1970,53,3387,2714,673,,2440,2440,,,4166,unknown,unknown,finished rolled,integrated (BF),CN,33.566039, 118.988442
SCN00140,"Jiangyin Xingcheng Special Steel Works Co., Ltd.",China,exact,operating,1993,30,6900,>0,>0,,5000,5000,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,31.950191, 120.328449
SCN00140-2,"Jiangyin Xingcheng Special Steel Works Co., Ltd. BF expansion",China,exact,operating,2015,8,,,,,1180,1180,,,unknown,unknown,unknown,,ironmaking (BF),CN,31.950191, 120.328449
SCN00148,"Jiangsu Changqiang Iron & Steel Co., Ltd.",China,exact,operating,2003,20,2000,2000,,,1700,1700,,,unknown,unknown,unknown,semi-finished,integrated (BF),CN,31.952064, 120.189749
SCN00315,"Jiangyin Xicheng Steel Co., Ltd.",China,exact,operating,1997,26,1150,,1150,,,,,,,,,semi-finished,electric,CN,31.892299, 120.198394
SCN00401,"Zhangjiagang Rongsheng Special Steel Co., Ltd.",China,approximate,operating,2003,20,2300,2300,,,,,,,,,,unknown,oxygen,CN,31.985496, 120.644565
SCN00145,"Jiangsu Binxin Steel Group Co., Ltd.",China,exact,operating,2008,15,4500,4500,,,4000,4000,unknown,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,35.09556, 119.279989
SCN00146,"Lianyungang Xingxin Iron and Steel Co., Ltd.",China,exact,operating,2003,20,3000,3000,,,3000,3000,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,34.38381, 119.786878
SCN00158,"Lianyungang Huale Alloy Group Co., Ltd.",China,exact,operating,unknown,unknown,620,,620,,460,460,,unknown,unknown,unknown,unknown,finished rolled,integrated (BF),CN,34.607964, 119.447626
SCN00316,"Lianyungang Yaxin Iron and Steel Co., Ltd.",China,exact,operating,2009,14,3000,3000,,,2800,2800,,,,,,finished rolled,integrated (BF),CN,34.423786, 119.778311
SCN00139,"Nanjing Iron & Steel Co., Ltd.",China,exact,operating,1958,65,10000,10000,,,9000,9000,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,32.200797, 118.746315
SCN00161,"Shanghai Meishan Iron and Steel Co., Ltd.",China,exact,operating,1969,54,7600,7600,,,7300,7300,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,31.902969, 118.61667
SCN00300,"Zenith Steel Group ( Nantong) Co., Ltd.",China,exact,operating,2022,1,1950,1950,,,2050,2050,,,unknown,unknown,unknown,unknown,integrated (BF),CN,32.133954, 121.513173
SCN00141,"Lianfeng Steel (Zhangjiagang) Co., Ltd.",China,exact,operating,2002,21,9000,8000,1000,,7550,7550,,,12000,unknown,unknown,finished rolled,integrated (BF),CN,31.855205, 120.730505
SCN00143,"Changshu Longteng Special Steel Co., Ltd.",China,exact,operating,1993,30,3180,>0,>0,,2829,2829,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,31.723833, 120.835685
SCN00156,"Jiangsu Suxin Special Steel Group Co., Ltd.",China,exact,operating,1957,66,1000,unknown,>0,,550,550,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,31.400644, 120.475103
SCN00153,"Wuxi Xinsanzhou Steel Co., Ltd.",China,exact,operating,1986,37,2000,2000,,,1300,1300,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,31.681005, 120.251785
SCN00154,"Jiangyin Huaxi Iron and Steel Co., Ltd.",China,exact,operating,2002,21,1500,1500,,,1500,1500,,,1850,unknown,unknown,finished rolled,integrated (BF),CN,31.816482, 120.424347
SCN00147,"Jiangsu Xugang Iron and Steel Group Co., Ltd.",China,exact,operating,2003,20,3050,3050,,,3080,3080,unknown,,unknown,1200,unknown,semi-finished; finished rolled,integrated (BF),CN,34.577016, 117.339638
SCN00160,"Zhongxin Iron and Steel Group Co., Ltd.",China,exact,operating,2003,20,5700,5700,,,5985,5985,,,>0,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,34.368618, 118.31556
SCN00350,"Xuzhou Jinhong Iron and Steel Group Co., Ltd.",China,exact,operating,2008,15,1000,,1000,,,,,,,,,finished rolled,electric,CN,34.500122, 116.908897
SCN00274,"Yancheng Lianxin Iron and Steel Co., Ltd.",China,exact,operating,1958,65,3200,>0,>0,,3120,3120,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,33.211332, 120.774892
SCN00317,"Jiangsu Delong Nickel Industry Co., Ltd.",China,exact,operating,2010,13,1120,unknown,unknown,unknown,unknown,unknown,unknown,1000,unknown,unknown,unknown,unknown,integrated (unknown),CN,34.443469, 119.816574
SCN00317-1,"Jiangsu Delong Nickel Industry Co., Ltd. EAF expansion",China,exact,operating,2022,1,1350,,1350,,,,,,,,,,electric,CN,34.443469, 119.816575
SCN00152,"Yangzhou Qinyou Special Metal Materials Co., Ltd.",China,exact,operating,2001,22,2400,2400,,,2400,2400,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,32.838703, 119.425236
SCN00392,"Yangzhou Hengrun Ocean Heavy Industry Co., Ltd.",China,exact,operating,2012,11,3300,3300,,,3500,3500,,,>0,,,semi-finished; finished rolled,integrated (BF),CN,32.249602, 119.620438
SCN00136,"Zhangjiagang Hongchang Steel Co., Ltd.",China,exact,operating,2002,21,27000,>0,>0,,21410,21410,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,31.983146, 120.638992
SCN00136-3,"Zhangjiagang Hongchang Steel Co., Ltd. BOF expansion",China,exact,operating,2022,1,,,,,2000,2000,,,unknown,unknown,unknown,,ironmaking (BF),CN,31.983146, 120.638992
SCN00155,"Posco (Zhangjiagang) Stainless Steel Co., Ltd.",China,exact,operating,1997,26,1140,,1140,,unknown,unknown,unknown,,unknown,,unknown,finished rolled,electric,CN,31.980237, 120.571455
SCN00355,"Jiangsu Hongtai Iron and Steel Co., Ltd.",China,exact,operating,2000,23,1575,,1575,,,,,,,,,finished rolled,electric,CN,32.138393, 119.554693
SCN00381,"Longnan Fuxin Iron and Steel Co., Ltd.",China,exact,operating,2005,18,1000,,1000,,,,,,,,,finished rolled,electric,CN,24.912904, 114.844503
SCN00164,"Jiujiang Pinggang Iron and Steel Co., Ltd.",China,exact,operating,2003,20,4700,4700,,,4630,4630,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,29.778431, 116.27527
SCN00162,"Fangda Special Steel Technology Co., Ltd.",China,exact,operating,1958,65,3600,3600,,,3000,3000,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,28.645441, 115.99204
SCN00163,"Pingxiang Pinggang Anyuan Iron & Steel Co., Ltd.",China,exact,operating,1954,69,2650,2650,,,2690,2690,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,27.645550, 113.902126
SCN00395,"Jiangxi Taixin Iron & Steel Co., Ltd.",China,exact,operating,2003,20,1000,,1000,,,,,,,,,finished rolled,electric,CN,28.604450, 118.163615
SCN00165,"Xinyu Iron and Steel Group Co., Ltd.",China,exact,operating,1958,65,10000,10000,,,8700,8700,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,27.786859, 114.921595
SCN00353,"Baicheng Fuda Bar Rolling Co., Ltd.",China,exact,operating,2009,14,800,,800,,,,,,,,,finished rolled,electric,CN,45.593303, 122.895588
SCN00357,"Jilin Steel Group Taihua Metal Equipment Manufacture Co., Ltd.",China,exact,operating,2008,15,500,unknown,500,,,,,,,,,finished rolled,electric,CN,44.138826, 125.914941
SCN00358,"Jilin Steel Group Fugang Metal Manufacturing Co., Ltd.",China,exact,operating,2008,15,1500,unknown,1500,,,,,,,,,finished rolled,electric,CN,44.022802, 125.505627
SCN00166,"Jilin Jianlong Steel Co., Ltd.",China,exact,operating,2001,22,3000,3000,,,2980.3999999999996,2980.4,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,44.011951, 126.537086
SCN00168,"Jilin Xinda Iron and Steel Co., Ltd.",China,exact,operating,2007,16,3300,3300,,,2700,2700,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,42.3249, 125.246892
SCN00356,"Panshi Jianlong Iron and Steel Co., Ltd.",China,exact,operating,2010,13,1100,1100,,,1100,1100,unknown,unknown,unknown,unknown,unknown,finished rolled,integrated (BF),CN,43.196537, 126.000630
SCN00169,"Jilin Jingang Iron and Steel Co., Ltd.",China,exact,operating,1979,44,1500,1500,,,1300,1300,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,43.200230, 124.335697
SCN00167,"Tonghua Iron and Steel Co., Ltd.",China,exact,operating,2006,17,4600,4600,,,4350,4350,unknown,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,41.779125, 126.022349
SCN00170,"Angang Steel Co., Ltd.",China,exact,operating,1916,107,18700,18700,,,17500,17500,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,41.148267, 122.983054
SCN00180,"Houying Group Haicheng Iron and Steel Co., Ltd. Datun Branch",China,exact,operating,1994,29,2000,2000,,,1200,1200,unknown,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,40.981855, 122.948643
SCN00182,"Anshan Baode Iron & Steel Co., Ltd.",China,exact,operating,1980,43,1800,1800,,,1150,1150,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,41.173613, 122.945501
SCN00174,"Bengang Steel Plates Co., Ltd.",China,exact,operating,1955,68,12800,>0,>0,,10340,10340,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,41.274132, 123.722099
SCN00175,"Benxi Beiying Iron & Steel (Group) Co., Ltd.",China,exact,operating,2002,21,8000,8000,,,7800,7800,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,41.224814, 123.608374
